Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
78.9,United Kingdom,Northern Ireland,All modes,First degree,"Media, journalism and communications",Theme 5: Organisation and management,133
88.2,United Kingdom,Northern Ireland,All modes,First degree,"Media, journalism and communications",Theme 6: Learning resources,133
71.9,United Kingdom,Northern Ireland,All modes,First degree,"Media, journalism and communications",Theme 7: Student voice,132.5
85.2,United Kingdom,Northern Ireland,All modes,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,362.5
82.5,United Kingdom,Northern Ireland,All modes,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,362.5
84.1,United Kingdom,Northern Ireland,All modes,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,362.5
85.7,United Kingdom,Northern Ireland,All modes,First degree,"Design, and creative and performing arts",Theme 4: Academic support,362.5
74.6,United Kingdom,Northern Ireland,All modes,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,362.5
86.1,United Kingdom,Northern Ireland,All modes,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,362.5
70.1,United Kingdom,Northern Ireland,All modes,First degree,"Design, and creative and performing arts",Theme 7: Student voice,362
91,United Kingdom,Northern Ireland,All modes,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,89.2
88.4,United Kingdom,Northern Ireland,All modes,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,89.2
84.1,United Kingdom,Northern Ireland,All modes,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,89.2
94.2,United Kingdom,Northern Ireland,All modes,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,89.2
83.6,United Kingdom,Northern Ireland,All modes,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,89.2
87,United Kingdom,Northern Ireland,All modes,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,89.2
77.4,United Kingdom,Northern Ireland,All modes,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,88.2
85.5,United Kingdom,Northern Ireland,All modes,First degree,All subjects,Theme 1: Teaching on my course,5451
82.5,United Kingdom,Northern Ireland,All modes,First degree,All subjects,Theme 2: Learning opportunities,5451
78.8,United Kingdom,Northern Ireland,All modes,First degree,All subjects,Theme 3: Assessment and feedback,5451
83.7,United Kingdom,Northern Ireland,All modes,First degree,All subjects,Theme 4: Academic support,5450
78.9,United Kingdom,Northern Ireland,All modes,First degree,All subjects,Theme 5: Organisation and management,5451
88.4,United Kingdom,Northern Ireland,All modes,First degree,All subjects,Theme 6: Learning resources,5441
70,United Kingdom,Northern Ireland,All modes,First degree,All subjects,Theme 7: Student voice,5420
78.3,United Kingdom,Northern Ireland,Apprenticeship,First degree,Computing,Theme 1: Teaching on my course,30
66,United Kingdom,Northern Ireland,Apprenticeship,First degree,Computing,Theme 2: Learning opportunities,30
64.7,United Kingdom,Northern Ireland,Apprenticeship,First degree,Computing,Theme 3: Assessment and feedback,30
86.7,United Kingdom,Northern Ireland,Apprenticeship,First degree,Computing,Theme 4: Academic support,30
80,United Kingdom,Northern Ireland,Apprenticeship,First degree,Computing,Theme 5: Organisation and management,30
94.3,United Kingdom,Northern Ireland,Apprenticeship,First degree,Computing,Theme 6: Learning resources,29
55.6,United Kingdom,Northern Ireland,Apprenticeship,First degree,Computing,Theme 7: Student voice,30
79,United Kingdom,Northern Ireland,Apprenticeship,First degree,All subjects,Theme 1: Teaching on my course,31
67.1,United Kingdom,Northern Ireland,Apprenticeship,First degree,All subjects,Theme 2: Learning opportunities,31
65.8,United Kingdom,Northern Ireland,Apprenticeship,First degree,All subjects,Theme 3: Assessment and feedback,31
87.1,United Kingdom,Northern Ireland,Apprenticeship,First degree,All subjects,Theme 4: Academic support,31
80.6,United Kingdom,Northern Ireland,Apprenticeship,First degree,All subjects,Theme 5: Organisation and management,31
94.4,United Kingdom,Northern Ireland,Apprenticeship,First degree,All subjects,Theme 6: Learning resources,30
57,United Kingdom,Northern Ireland,Apprenticeship,First degree,All subjects,Theme 7: Student voice,31
89.2,United Kingdom,Northern Ireland,Full-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,1165.5
86.7,United Kingdom,Northern Ireland,Full-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,1165.5
78.9,United Kingdom,Northern Ireland,Full-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,1165.5
83.7,United Kingdom,Northern Ireland,Full-time,First degree,Subjects allied to medicine,Theme 4: Academic support,1165.5
76.6,United Kingdom,Northern Ireland,Full-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,1165.5
89.9,United Kingdom,Northern Ireland,Full-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,1162.5
72.4,United Kingdom,Northern Ireland,Full-time,First degree,Subjects allied to medicine,Theme 7: Student voice,1161.5
85.6,United Kingdom,Northern Ireland,Full-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,232
78.3,United Kingdom,Northern Ireland,Full-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,232
77.5,United Kingdom,Northern Ireland,Full-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,232
81.3,United Kingdom,Northern Ireland,Full-time,First degree,Biological and sport sciences,Theme 4: Academic support,232
81.1,United Kingdom,Northern Ireland,Full-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,232
86.9,United Kingdom,Northern Ireland,Full-time,First degree,Biological and sport sciences,Theme 6: Learning resources,232
71.5,United Kingdom,Northern Ireland,Full-time,First degree,Biological and sport sciences,Theme 7: Student voice,230
86.5,United Kingdom,Northern Ireland,Full-time,First degree,Psychology,Theme 1: Teaching on my course,224
84,United Kingdom,Northern Ireland,Full-time,First degree,Psychology,Theme 2: Learning opportunities,224
81.9,United Kingdom,Northern Ireland,Full-time,First degree,Psychology,Theme 3: Assessment and feedback,224
83,United Kingdom,Northern Ireland,Full-time,First degree,Psychology,Theme 4: Academic support,224
81,United Kingdom,Northern Ireland,Full-time,First degree,Psychology,Theme 5: Organisation and management,224
90.7,United Kingdom,Northern Ireland,Full-time,First degree,Psychology,Theme 6: Learning resources,224
77,United Kingdom,Northern Ireland,Full-time,First degree,Psychology,Theme 7: Student voice,222
80.4,United Kingdom,Northern Ireland,Full-time,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,54
81.1,United Kingdom,Northern Ireland,Full-time,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,54
85.9,United Kingdom,Northern Ireland,Full-time,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,54
88.9,United Kingdom,Northern Ireland,Full-time,First degree,"Agriculture, food and related studies",Theme 4: Academic support,54
83.3,United Kingdom,Northern Ireland,Full-time,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,54
94.8,United Kingdom,Northern Ireland,Full-time,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,54
79.6,United Kingdom,Northern Ireland,Full-time,First degree,"Agriculture, food and related studies",Theme 7: Student voice,54
85.8,United Kingdom,Northern Ireland,Full-time,First degree,Physical sciences,Theme 1: Teaching on my course,23.4
86,United Kingdom,Northern Ireland,Full-time,First degree,Physical sciences,Theme 2: Learning opportunities,23.4
73.9,United Kingdom,Northern Ireland,Full-time,First degree,Physical sciences,Theme 3: Assessment and feedback,23.4
83.5,United Kingdom,Northern Ireland,Full-time,First degree,Physical sciences,Theme 4: Academic support,23.4
82.6,United Kingdom,Northern Ireland,Full-time,First degree,Physical sciences,Theme 5: Organisation and management,23.4
90,United Kingdom,Northern Ireland,Full-time,First degree,Physical sciences,Theme 6: Learning resources,23.4
84.7,United Kingdom,Northern Ireland,Full-time,First degree,Physical sciences,Theme 7: Student voice,23.4
71.1,United Kingdom,Northern Ireland,Full-time,First degree,Mathematical sciences,Theme 1: Teaching on my course,21.1
61.2,United Kingdom,Northern Ireland,Full-time,First degree,Mathematical sciences,Theme 2: Learning opportunities,21.1
70,United Kingdom,Northern Ireland,Full-time,First degree,Mathematical sciences,Theme 3: Assessment and feedback,21.1
83.2,United Kingdom,Northern Ireland,Full-time,First degree,Mathematical sciences,Theme 4: Academic support,21.1
79.9,United Kingdom,Northern Ireland,Full-time,First degree,Mathematical sciences,Theme 5: Organisation and management,21.1
91.6,United Kingdom,Northern Ireland,Full-time,First degree,Mathematical sciences,Theme 6: Learning resources,21.1
64.7,United Kingdom,Northern Ireland,Full-time,First degree,Mathematical sciences,Theme 7: Student voice,20.1
80.6,United Kingdom,Northern Ireland,Full-time,First degree,Engineering and technology,Theme 1: Teaching on my course,194.9
77.8,United Kingdom,Northern Ireland,Full-time,First degree,Engineering and technology,Theme 2: Learning opportunities,194.9
76.3,United Kingdom,Northern Ireland,Full-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,194.9
83.3,United Kingdom,Northern Ireland,Full-time,First degree,Engineering and technology,Theme 4: Academic support,194.9
77.4,United Kingdom,Northern Ireland,Full-time,First degree,Engineering and technology,Theme 5: Organisation and management,194.9
87.5,United Kingdom,Northern Ireland,Full-time,First degree,Engineering and technology,Theme 6: Learning resources,194.4
68,United Kingdom,Northern Ireland,Full-time,First degree,Engineering and technology,Theme 7: Student voice,194.4
77.7,United Kingdom,Northern Ireland,Full-time,First degree,Computing,Theme 1: Teaching on my course,391.8
74.8,United Kingdom,Northern Ireland,Full-time,First degree,Computing,Theme 2: Learning opportunities,391.8
75.7,United Kingdom,Northern Ireland,Full-time,First degree,Computing,Theme 3: Assessment and feedback,391.8
81.8,United Kingdom,Northern Ireland,Full-time,First degree,Computing,Theme 4: Academic support,390.8
80.2,United Kingdom,Northern Ireland,Full-time,First degree,Computing,Theme 5: Organisation and management,391.8
86.5,United Kingdom,Northern Ireland,Full-time,First degree,Computing,Theme 6: Learning resources,391.8
69,United Kingdom,Northern Ireland,Full-time,First degree,Computing,Theme 7: Student voice,386.8
88.6,United Kingdom,Northern Ireland,Full-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,197.5
85,United Kingdom,Northern Ireland,Full-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,197.5
83.3,United Kingdom,Northern Ireland,Full-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,197.5
89.1,United Kingdom,Northern Ireland,Full-time,First degree,"Architecture, building and planning",Theme 4: Academic support,197.5
81.6,United Kingdom,Northern Ireland,Full-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,197.5
88.7,United Kingdom,Northern Ireland,Full-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,197
76.5,United Kingdom,Northern Ireland,Full-time,First degree,"Architecture, building and planning",Theme 7: Student voice,197
83.9,United Kingdom,Northern Ireland,Full-time,First degree,Social sciences,Theme 1: Teaching on my course,700.4
82.3,United Kingdom,Northern Ireland,Full-time,First degree,Social sciences,Theme 2: Learning opportunities,700.4
77.2,United Kingdom,Northern Ireland,Full-time,First degree,Social sciences,Theme 3: Assessment and feedback,700.4
76.9,United Kingdom,Northern Ireland,Full-time,First degree,Social sciences,Theme 4: Academic support,700.4
79,United Kingdom,Northern Ireland,Full-time,First degree,Social sciences,Theme 5: Organisation and management,700.4
86.3,United Kingdom,Northern Ireland,Full-time,First degree,Social sciences,Theme 6: Learning resources,699.1
