Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
68,Under 21,England,All modes,Other undergraduate,Engineering and technology,Theme 7: Student voice,314.8
87.7,Under 21,England,All modes,Other undergraduate,Computing,Theme 1: Teaching on my course,267.5
83.1,Under 21,England,All modes,Other undergraduate,Computing,Theme 2: Learning opportunities,267.5
87,Under 21,England,All modes,Other undergraduate,Computing,Theme 3: Assessment and feedback,267.5
91.4,Under 21,England,All modes,Other undergraduate,Computing,Theme 4: Academic support,267.5
73.5,Under 21,England,All modes,Other undergraduate,Computing,Theme 5: Organisation and management,266.5
82.5,Under 21,England,All modes,Other undergraduate,Computing,Theme 6: Learning resources,267.5
78.6,Under 21,England,All modes,Other undergraduate,Computing,Theme 7: Student voice,265.2
84.2,Under 21,England,All modes,Other undergraduate,"Architecture, building and planning",Theme 1: Teaching on my course,35.4
80.6,Under 21,England,All modes,Other undergraduate,"Architecture, building and planning",Theme 2: Learning opportunities,35.4
79.7,Under 21,England,All modes,Other undergraduate,"Architecture, building and planning",Theme 3: Assessment and feedback,35.4
83.1,Under 21,England,All modes,Other undergraduate,"Architecture, building and planning",Theme 4: Academic support,35.4
77.5,Under 21,England,All modes,Other undergraduate,"Architecture, building and planning",Theme 5: Organisation and management,35.4
81.7,Under 21,England,All modes,Other undergraduate,"Architecture, building and planning",Theme 6: Learning resources,35.4
72.9,Under 21,England,All modes,Other undergraduate,"Architecture, building and planning",Theme 7: Student voice,34.4
90.7,Under 21,England,All modes,Other undergraduate,Social sciences,Theme 1: Teaching on my course,366
88.6,Under 21,England,All modes,Other undergraduate,Social sciences,Theme 2: Learning opportunities,366
89.2,Under 21,England,All modes,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,366
89.5,Under 21,England,All modes,Other undergraduate,Social sciences,Theme 4: Academic support,365
80.1,Under 21,England,All modes,Other undergraduate,Social sciences,Theme 5: Organisation and management,366
84.6,Under 21,England,All modes,Other undergraduate,Social sciences,Theme 6: Learning resources,364
82.5,Under 21,England,All modes,Other undergraduate,Social sciences,Theme 7: Student voice,365
86.1,Under 21,England,All modes,Other undergraduate,Law,Theme 1: Teaching on my course,18
88.9,Under 21,England,All modes,Other undergraduate,Law,Theme 2: Learning opportunities,18
90,Under 21,England,All modes,Other undergraduate,Law,Theme 3: Assessment and feedback,18
86.1,Under 21,England,All modes,Other undergraduate,Law,Theme 4: Academic support,18
66.7,Under 21,England,All modes,Other undergraduate,Law,Theme 5: Organisation and management,18
83.3,Under 21,England,All modes,Other undergraduate,Law,Theme 6: Learning resources,18
77.8,Under 21,England,All modes,Other undergraduate,Law,Theme 7: Student voice,18
88.9,Under 21,England,All modes,Other undergraduate,Business and management,Theme 1: Teaching on my course,567
89.5,Under 21,England,All modes,Other undergraduate,Business and management,Theme 2: Learning opportunities,566
89.1,Under 21,England,All modes,Other undergraduate,Business and management,Theme 3: Assessment and feedback,566
89.8,Under 21,England,All modes,Other undergraduate,Business and management,Theme 4: Academic support,565
84.3,Under 21,England,All modes,Other undergraduate,Business and management,Theme 5: Organisation and management,565
87.1,Under 21,England,All modes,Other undergraduate,Business and management,Theme 6: Learning resources,564
82.6,Under 21,England,All modes,Other undergraduate,Business and management,Theme 7: Student voice,561
91.5,Under 21,England,All modes,Other undergraduate,Education and teaching,Theme 1: Teaching on my course,323
91.8,Under 21,England,All modes,Other undergraduate,Education and teaching,Theme 2: Learning opportunities,322
90.1,Under 21,England,All modes,Other undergraduate,Education and teaching,Theme 3: Assessment and feedback,322
91,Under 21,England,All modes,Other undergraduate,Education and teaching,Theme 4: Academic support,322
85.4,Under 21,England,All modes,Other undergraduate,Education and teaching,Theme 5: Organisation and management,322
88.8,Under 21,England,All modes,Other undergraduate,Education and teaching,Theme 6: Learning resources,318
83.7,Under 21,England,All modes,Other undergraduate,Education and teaching,Theme 7: Student voice,320
86.1,Under 21,England,All modes,Other undergraduate,Combined and general studies,Theme 1: Teaching on my course,32.1
84.2,Under 21,England,All modes,Other undergraduate,Combined and general studies,Theme 2: Learning opportunities,32.1
80.5,Under 21,England,All modes,Other undergraduate,Combined and general studies,Theme 3: Assessment and feedback,32.1
90.9,Under 21,England,All modes,Other undergraduate,Combined and general studies,Theme 4: Academic support,32.1
78.8,Under 21,England,All modes,Other undergraduate,Combined and general studies,Theme 5: Organisation and management,32.1
80.9,Under 21,England,All modes,Other undergraduate,Combined and general studies,Theme 6: Learning resources,32.1
80.7,Under 21,England,All modes,Other undergraduate,Combined and general studies,Theme 7: Student voice,31.9
89.5,Under 21,England,All modes,Other undergraduate,"Media, journalism and communications",Theme 1: Teaching on my course,22.4
87,Under 21,England,All modes,Other undergraduate,"Media, journalism and communications",Theme 2: Learning opportunities,22.4
92.4,Under 21,England,All modes,Other undergraduate,"Media, journalism and communications",Theme 3: Assessment and feedback,22.4
92.2,Under 21,England,All modes,Other undergraduate,"Media, journalism and communications",Theme 4: Academic support,22.4
80.4,Under 21,England,All modes,Other undergraduate,"Media, journalism and communications",Theme 5: Organisation and management,22.4
82.3,Under 21,England,All modes,Other undergraduate,"Media, journalism and communications",Theme 6: Learning resources,22.4
89.3,Under 21,England,All modes,Other undergraduate,"Media, journalism and communications",Theme 7: Student voice,21.4
90.1,Under 21,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 1: Teaching on my course,999.7
87.5,Under 21,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 2: Learning opportunities,999.7
85.9,Under 21,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 3: Assessment and feedback,999.7
89.1,Under 21,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 4: Academic support,999.7
76.2,Under 21,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 5: Organisation and management,999.7
80.9,Under 21,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 6: Learning resources,996.2
77.4,Under 21,England,All modes,Other undergraduate,"Design, and creative and performing arts",Theme 7: Student voice,993.9
94.9,Under 21,England,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 1: Teaching on my course,9.9
89.9,Under 21,England,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 2: Learning opportunities,9.9
83.3,Under 21,England,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,9.9
92.4,Under 21,England,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 4: Academic support,9.9
67.2,Under 21,England,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 5: Organisation and management,9.9
88.2,Under 21,England,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 6: Learning resources,9.9
69.7,Under 21,England,All modes,Other undergraduate,"Geography, earth and environmental studies",Theme 7: Student voice,9.9
88.2,Under 21,England,All modes,Other undergraduate,All subjects,Theme 1: Teaching on my course,4554
86.2,Under 21,England,All modes,Other undergraduate,All subjects,Theme 2: Learning opportunities,4552
85.9,Under 21,England,All modes,Other undergraduate,All subjects,Theme 3: Assessment and feedback,4551
87.6,Under 21,England,All modes,Other undergraduate,All subjects,Theme 4: Academic support,4550
75.4,Under 21,England,All modes,Other undergraduate,All subjects,Theme 5: Organisation and management,4550
83.1,Under 21,England,All modes,Other undergraduate,All subjects,Theme 6: Learning resources,4532
77.5,Under 21,England,All modes,Other undergraduate,All subjects,Theme 7: Student voice,4524
83.6,Under 21,England,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,146.3
83.7,Under 21,England,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,146.3
84.8,Under 21,England,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,146.3
78.1,Under 21,England,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,146.3
59,Under 21,England,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,146.3
85.3,Under 21,England,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,145.3
70.8,Under 21,England,Apprenticeship,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,146.3
82.8,Under 21,England,Apprenticeship,Other undergraduate,Engineering and technology,Theme 1: Teaching on my course,75.6
82.9,Under 21,England,Apprenticeship,Other undergraduate,Engineering and technology,Theme 2: Learning opportunities,75.6
82.9,Under 21,England,Apprenticeship,Other undergraduate,Engineering and technology,Theme 3: Assessment and feedback,75.6
88.1,Under 21,England,Apprenticeship,Other undergraduate,Engineering and technology,Theme 4: Academic support,75.6
73.2,Under 21,England,Apprenticeship,Other undergraduate,Engineering and technology,Theme 5: Organisation and management,75.6
81.9,Under 21,England,Apprenticeship,Other undergraduate,Engineering and technology,Theme 6: Learning resources,75.6
70.4,Under 21,England,Apprenticeship,Other undergraduate,Engineering and technology,Theme 7: Student voice,75.6
78.9,Under 21,England,Apprenticeship,Other undergraduate,Business and management,Theme 1: Teaching on my course,11.8
73,Under 21,England,Apprenticeship,Other undergraduate,Business and management,Theme 2: Learning opportunities,11.8
69.3,Under 21,England,Apprenticeship,Other undergraduate,Business and management,Theme 3: Assessment and feedback,11.8
84.5,Under 21,England,Apprenticeship,Other undergraduate,Business and management,Theme 4: Academic support,11.8
54.9,Under 21,England,Apprenticeship,Other undergraduate,Business and management,Theme 5: Organisation and management,11.8
70.4,Under 21,England,Apprenticeship,Other undergraduate,Business and management,Theme 6: Learning resources,11.8
53.1,Under 21,England,Apprenticeship,Other undergraduate,Business and management,Theme 7: Student voice,11.8
82.7,Under 21,England,Apprenticeship,Other undergraduate,All subjects,Theme 1: Teaching on my course,249
82.7,Under 21,England,Apprenticeship,Other undergraduate,All subjects,Theme 2: Learning opportunities,249
83.5,Under 21,England,Apprenticeship,Other undergraduate,All subjects,Theme 3: Assessment and feedback,249
81.5,Under 21,England,Apprenticeship,Other undergraduate,All subjects,Theme 4: Academic support,249
63.5,Under 21,England,Apprenticeship,Other undergraduate,All subjects,Theme 5: Organisation and management,249
83.3,Under 21,England,Apprenticeship,Other undergraduate,All subjects,Theme 6: Learning resources,248
70.3,Under 21,England,Apprenticeship,Other undergraduate,All subjects,Theme 7: Student voice,249
84.1,Under 21,England,Full-time,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,208
82.5,Under 21,England,Full-time,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,208
81,Under 21,England,Full-time,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,208
